Export MPAN / MSID,Import MPAN / MSID,Customer Name ,Customer Site ,Address Line 1,Address Line 2,Town/ City ,County ,Postcode ,Country,"Location (X-coordinate):
Eastings (where data is held)","Location (y-coordinate):
Northings (where data is held)",Grid Supply Point,Bulk Supply Point,Primary,"Point of Connection (POC)
Voltage (kV)",Licence Area ,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status ,Already connected Registered Capacity (MW) ,Maximum Export Capacity (MW),Maximum Export Capacity (MVA),Maximum Import Capacity (MW),Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Change to Maximum Export Capacity (MW) ,Change to Maximum Export Capacity (MVA) ,Change to Maximum Import Capacity (MW) ,Change to Maximum Import Capacity (MVA) ,Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,geopoint,Local Authority
Data Not Applicable,Data Not Available,"Virgin Media, Roberts House, De Havilland Avenue, Preston Farm Business Park, Stockton-on-Tees, TS18 3TH","Virgin Media, Roberts House, De Havilland Avenue, Preston Farm Business Park, Stockton-on-Tees, TS18 3TH",Roberts House,De Havilland Avenue,Preston Farm Business Park,County Durham,TS18 3TH,England,443277,516908,Norton,North Tees,Bowesfield 66/11kV,0.4,Northern Powergrid (Northeast) plc,Other,Other,No,Data Not Applicable,Data Not Applicable,0.502,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.502,0.502,0.528,Data Not Available,Data Not Available,2018-01-03 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2018-02-14T00:00:00+00:00,"54.54558645916082, -1.3325314398624726",Stockton-on-Tees
Data Not Applicable,Data Not Available,"Virgin Health, Invicta Leisure Centre, Sunderland, Doxford Business Park, Sunderland, SR3 3XN","Virgin Health, Invicta Leisure Centre, Sunderland, Doxford Business Park, Sunderland, SR3 3XN",3 Camberwell Way,Data Not Available,Doxford International Business Park,Tyne and Wear,SR3 3XN,England,436606,552171,Hawthorn Pit Grid,Hawthorn Pit Grid,Tunstall,0.4,Northern Powergrid (Northeast) plc,Fossil - Gas,Engine (combustion / reciprocating),No,Data Not Applicable,Data Not Applicable,0.21,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.21,0.21,0.221,Data Not Available,Data Not Available,2018-01-08 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2018-02-14T00:00:00+00:00,"54.86298997463302, -1.4312321827560897",Sunderland
1574000306383,Data Not Available,"Linton Weir Hydro Generator, Widdrington Grange, Widdrington, Nun Monkton, York","Linton Weir Hydro Generator, Widdrington Grange, Widdrington, Nun Monkton, York",Linton Lock Hydro,Widdington Grange To Parish Boundary,Nun Monkton,North Yorkshire,YO26 8EX,England,448963,459668,Poppleton,Poppleton,Moor Monkton Pumps,0.4,Northern Powergrid (Northeast) plc,Water (flowing water or head of water),Hydro - Run of river,No,Data Not Applicable,Data Not Applicable,0.095,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.095,0.095,0.1,Data Not Available,Data Not Available,2012-06-30 00:00:00,Data Not Applicable,Data Not Applicable,0.1,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.03068563229998, -1.2539949776640744",North Yorkshire
1574000321512,Data Not Available,"Middleheads Farm, Rowley, Castleside, Consett, Durham","Middleheads Farm, Rowley, Castleside, Consett, Durham",Middle Heads Cottage,Data Not Available,Consett,County Durham,DH8 9AF,England,409317,548511,Stella South,Annfield,Consett,20.0,Northern Powergrid (Northeast) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.5,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.5,0.5,0.526,Data Not Available,Data Not Available,2015-02-25 00:00:00,Data Not Applicable,Data Not Applicable,0.526,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.831345754871634, -1.856487671882693",County Durham
1594001005542,Data Not Available,"Derwent Reservoir, Edmundbyers, Consett","Derwent Reservoir, Edmundbyers, Consett",C267 Country Boundary to West,Ministeracre,Consett,County Durham,DH8 9TT,England,403058,551332,Stella South,Annfield,Consett,0.4,Northern Powergrid (Northeast) plc,Water (flowing water or head of water),Hydro - Run of river,No,Data Not Applicable,Data Not Applicable,0.092,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.092,0.048,0.051,Data Not Available,Data Not Available,1998-08-01 00:00:00,Data Not Applicable,Data Not Applicable,0.097,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.85677220405889, -1.9538927191092559",Northumberland
1574000321043,Data Not Available,"Hedley North Farm, Hedley, Stocksfield, Northumberland","Hedley North Farm, Hedley, Stocksfield, Northumberland",Hedley North Farm,Hedley,Stocksfield,Northumberland,NE43 7SS,England,407585,559630,Stella South,Coalburns,West Wylam,0.4,Northern Powergrid (Northeast) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.08,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.08,0.08,0.084,Data Not Available,Data Not Available,2015-01-16 00:00:00,Data Not Applicable,Data Not Applicable,0.084,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.931293378044195, -1.8831615788437692",Northumberland
Data Not Applicable,Data Not Available,ALDI Wrekenton PV,ALDI Wrekenton PV,Aldi Stores Ltd.,Ravensworth Avenue,Data Not Available,Tyne and Wear,NE9 7JP,England,427216,559064,West Boldon,West Boldon,Harlow Green,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.076,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.076,0.076,0.08,Data Not Available,Data Not Available,2017-08-07 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-09-12T01:00:00+01:00,"54.925527530252474, -1.5768679074795693",Gateshead
Data Not Available,Data Not Available,"Site of Prodhoe Hospital, Housing Development, Northumberland (Rooftop PV Array)","Site of Prodhoe Hospital, Housing Development, Northumberland (Rooftop PV Array)",Former Prudhoe Hospital,Moor Road,Prudhoe,Northumberland,NE42 5PB,England,410163,561765,Stella South,Coalburns,West Wylam,20.0,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.81,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.81,0.81,0.853,Data Not Available,Data Not Available,2017-12-20 00:00:00,Data Not Applicable,Data Not Applicable,0.853,Data Not Applicable,Data Not Applicable,2016-06-22 07:38:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.95043369752549, -1.8428558891288414",Northumberland
1574000213612,Data Not Available,"Kibblesworth Landfill, Greenford Lane, Tyne & Wear, Lamesley, Gateshead","Kibblesworth Landfill, Greenford Lane, Tyne & Wear, Lamesley, Gateshead",Kibblesworth Landfill,Greenford Lane,Gateshead,Tyne and Wear,DH2 1BQ,England,425417,556128,Stella South,Ravensworth,Birtley Grove 66/20kV,20.0,Northern Powergrid (Northeast) plc,Fossil - Gas,Engine (combustion / reciprocating),No,Data Not Applicable,Data Not Applicable,0.95,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.95,0.95,1,Data Not Available,Data Not Available,2002-03-14 00:00:00,Data Not Applicable,Data Not Applicable,1,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.89923883170619, -1.605195756240432",Gateshead
1594001090965,Data Not Available,"Groundwork South Tyneside, Wagonway Road, Hebburn, Gateshead","Groundwork South Tyneside, Wagonway Road, Hebburn, Gateshead",Hebburn,Data Not Available,Fd9451,Tyne and Wear,NE31 1SR,England,431620,565710,West Boldon,West Boldon,Hebburn,0.4,Northern Powergrid (Northeast) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.152,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.152,0.152,0.16,Data Not Available,Data Not Available,1998-08-01 00:00:00,Data Not Applicable,Data Not Applicable,0.16,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.984989287995006, -1.5074237455784434",South Tyneside
1574000323403,Data Not Available,"Fergusons Transport, Barmston Lane, Washington","Fergusons Transport, Barmston Lane, Washington",Fergusons Transport,Barmston Lane,Washington,Tyne and Wear,NE38 8QT,England,432855,556767,West Boldon,West Boldon,High Barmston,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.1,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.1,0.1,0.105,Data Not Available,Data Not Available,2015-11-03 00:00:00,Data Not Applicable,Data Not Applicable,0.105,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.904548946738764, -1.48914534657777",Sunderland
Data Not Applicable,Data Not Available,"Sainsbury's Sunderland, Wessington Way, Sunderland","Sainsbury's Sunderland, Wessington Way, Sunderland",Sainsbury'S Sunderland,Wessington Way,Data Not Available,Tyne and Wear,SR5 3JG,England,437332,558586,West Boldon,West Boldon,West Southwick,11.0,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.21,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.21,0.21,0.221,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.92058076514484, -1.4190937418147656",Sunderland
1580001506206,Data Not Available,"Lark Hall, Romanby, Northallerton, LARK HALL, ROMANBY, NORTHALLERTON, DL7 0PF",Lark Hall,Lark Hall,Data Not Available,Romanby,North Yorkshire,DL7 0PF,England,434466,492913,Norton,Leeming Bar/Skeeby,Northallerton,0.4,Northern Powergrid (Northeast) plc,Fossil - Gas,Engine (combustion / reciprocating),No,Data Not Applicable,Data Not Applicable,0.089,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.089,0.262,0.276,Data Not Available,Data Not Available,2017-03-07 00:00:00,Data Not Applicable,Data Not Applicable,0.094,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-05-12T01:00:00+01:00,"54.330627236383634, -1.4715075073156645",North Yorkshire
1574000302919,Data Not Available,"Newby Hall And Gardens, Newby Hall, Ripon, North Yorkshire","Newby Hall And Gardens, Newby Hall, Ripon, North Yorkshire",Newby Hall & Gardens,Newby Hall & Gardens,Ripon,North Yorkshire,HG4 5AE,England,434693,467619,Knaresborough,Wormald Green 132/33kV,Boroughbridge/Roecliffe Industrial,0.4,Northern Powergrid (Northeast) plc,Water (flowing water or head of water),Hydro - Run of river,No,Data Not Applicable,Data Not Applicable,0.1,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.1,0.057,0.06,Data Not Available,Data Not Available,2011-08-31 00:00:00,Data Not Applicable,Data Not Applicable,0.105,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.10329626683633, -1.4709291579443335",North Yorkshire
1574000305636,1574000305627,"Sinclair Meadows Eco-Project, South Shields, Tyne & Wear","Sinclair Meadows Eco-Project, South Shields, Tyne & Wear",14-22,Sinclair Meadows,South Shields,Tyne and Wear,NE33 5AB,England,435981,565933,South Shields,South Shields,Garwood Street,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.131,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.131,0.128,0.135,Data Not Available,Data Not Available,2014-07-31 00:00:00,Data Not Applicable,Data Not Applicable,0.138,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.986698246015834, -1.4392522732424151",South Tyneside
1574000321451,Data Not Available,"High Moor Farm, Felliscliffe, Harrogate, HG3 2LT","High Moor Farm, Felliscliffe, Harrogate, HG3 2LT",High Moor Farm & Caravan Park,Skipton Road,Harrogate,North Yorkshire,HG3 2LT,England,423068,456773,Knaresborough,Harrogate 132/11kV,Harrogate 132/11kV Direct,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.1,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.1,0.1,0.105,Data Not Available,Data Not Available,2016-05-19 00:00:00,Data Not Applicable,Data Not Applicable,0.105,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.00646877343225, -1.6495280489430384",North Yorkshire
